,type,geometry-type,geometry-coordinates-0,geometry-coordinates-1,properties-jaar,properties-klooster_id,properties-orde,properties-regel,properties-orde_en,properties-symbol,properties-idL,properties-ST,properties-KR,properties-TI,properties-TIE
291,Feature,Point,4.423671554,52.19634641,1518,K11,Duitse Orde,regel van de Duitse Orde,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_3.svg,K11,Duitse Orde,regel van de Duitse Orde,"Katwijk aan den Rijn, Duitse Orde","Katwijk aan den Rijn, Teutonic Order"
292,Feature,Point,6.08168856,50.86794565,1518,K12,regulieren,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_m_1.svg,K12,regulieren,regel van Augustinus,"Kerkrade, Regulieren: Kloosterrade","Kerkrade, Canons Regular: Kloosterrade"
293,Feature,Point,5.915288707,52.55843886,1518,K13,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,K13,observante franciscanen,regel van Franciscus,"Kampen, Franciscanen II","Kampen, Friars Minor II"
294,Feature,Point,5.797247028,53.20418497,1518,L01,dominicanen,regel van Augustinus,d,http://geoplaza.vu.nl/projects/kloosters/svg/diamond_m_1.svg,L01,dominicanen,regel van Augustinus,"Leeuwarden, Dominicanen","Leeuwarden, Dominicans"
295,Feature,Point,5.79389253,53.20195762,1518,L02,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,L02,tertiarissen,derde regel van Franciscus,"Leeuwarden, Tertiarissen: Fiswerd","Leeuwarden, Tertiaries: Fiswerd"
296,Feature,Point,5.80086631,53.20163235,1518,L03,observante franciscanen,regel van Franciscus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_2.svg,L03,observante franciscanen,regel van Franciscus,"Leeuwarden, Franciscanen","Leeuwarden, Friars Minor"
297,Feature,Point,5.796417091,53.20324033,1518,L04,tertiarissen van Sint Dominicus,regel van Munio de Zamora,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_4.svg,L04,tertiarissen van Sint Dominicus,regel van Munio de Zamora,"Leeuwarden, Dominicanessen","Leeuwarden, Dominican Nuns"
298,Feature,Point,4.48782852,52.15722796,1518,L05,Duitse Orde,regel van de Duitse Orde,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_m_3.svg,L05,Duitse Orde,regel van de Duitse Orde,"Leiden, Commanderij Duitse Orde","Leiden, Commandry of the Teutonic Order"
299,Feature,Point,4.487005552,52.1564823,1518,L06,begijnen,geen,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_5.svg,L06,begijnen,geen,"Leiden, Groot Begijnhof","Leiden, Beguinage: Groot Begijnhof"
300,Feature,Point,4.486116047,52.15783247,1518,L09,zusters,geen,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_5.svg,L09,zusters,geen,"Leiden, Pieter Symonsz Begijnhof","Leiden, Beguinage (Sisters): Pieter Symonsz Begijnhof"
301,Feature,Point,4.518762185,52.15054809,1518,L11,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,L11,tertiarissen,derde regel van Franciscus,"Leiden, Tertiarissen: Margaretha/ Roomburg","Leiden, Tertiaries: Margaretha/ Roomburg"
302,Feature,Point,4.495371008,52.15789141,1518,L12,zusters,geen,s,http://geoplaza.vu.nl/projects/kloosters/svg/square_f_5.svg,L12,zusters,geen,"Leiden, Zusters: Sint-Pancras-'begijnhof'","Leiden, Beguinage (Sisters): Pancrasbegijnhof"
303,Feature,Point,4.488722802,52.16114641,1518,L13,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,L13,regularissen,regel van Augustinus,"Leiden, Regularissen: Agnes","Leiden, Canonesses Regular: Agnes"
304,Feature,Point,4.483535039,52.1622097,1518,L14,regulieren van Windesheim,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circleW_m_1.svg,L14,regulieren van Windesheim,regel van Augustinus,"Leiden, Regulieren: Lopsen","Leiden, Canons Regular: Lopsen"
305,Feature,Point,4.489271484,52.16160394,1518,L15,regularissen,regel van Augustinus,c,http://geoplaza.vu.nl/projects/kloosters/svg/circle_f_1.svg,L15,regularissen,regel van Augustinus,"Leiden, Regularissen: Caecilia","Leiden, Canonesses Regular: Caecilia"
306,Feature,Point,4.488119452,52.16172288,1518,L16,tertiarissen,derde regel van Franciscus,t,http://geoplaza.vu.nl/projects/kloosters/svg/triangleUp_f_2.svg,L16,tertiarissen,derde regel van Franciscus,"Leiden, Tertiarissen: Michael","Leiden, Tertiaries: Michael"
307,Feature,Point,4.485654227,52.15554854,1518,L17,cellebroeders,regel van Augustinus,s,http://geoplaza.vu.nl/projects/kloosters/svg/star_m_1.svg,L17,cellebroeders,regel van Augustinus,"Leiden, Cellebroeders","Leiden, Alexians"
